Easy Prawn pakoda,Indian,Non-Vegetarian
Gaajar ka Halwa,Indian,Kid-Friendly
Vegetable Pancake,Indian,Non-Vegetarian
Vegetables in Stir Fried Noodles,Thai,Vegetarian
Amritsari Machli (Fish),Indian,Non-Vegetarian
Aloo Saag,Indian,Vegetarian
Amla Quick Chutney,Indian,Vegetarian
Daal Dost,Indian,Non-Vegetarian
Turkey Burgers,American,Kid-Friendly
Egg Curry in Tomato Gravy,Indian,Non-Vegetarian
Chicken Tikka Gravy,Indian,Festive
Zucchini Pickle,Indian,Vegetarian
Aamras with Kesar,Indian,Kid-Friendly
Quick Aloo Palak,Indian,Vegetarian
Dry Fruit Beverage,Indian,Kid-Friendly
Akoori on Toast,Indian,Non-Vegetarian
Vegetable Lasagne (For a buffet),Italian,Kid-Friendly
Green pepper pickles,Indian,Vegetarian
Vegetarian Keema,Indian,Kid-Friendly
Almond Diyas,Indian,Kid-Friendly
Walnut Filled Biscuits,Continental,Kid-Friendly
Rawa Kichidi,Indian,Vegetarian
Turai Khatta,Indian,Vegetarian
Traditional Palak Pulav,Indian,Vegetarian
Chilli Cheese Sticks,Anglo-Indian,Kid-Friendly
Veg Rolls,Indian,Kid-Friendly
Watermelon Rind Curry,Indian,Vegetarian
Marinated Vegetable Salad,American,Vegetarian
Aloo Fry,Indian,Kid-Friendly
Watermelon Smoothie,Indian,Festive
Almond Choco Cookies,Continental,Kid-Friendly
Til Gool,Indian,Kid-Friendly
Zarda Seekh Kabab,Indian,Vegetarian
Grilled Apple Sauce Burgers,American,Vegetarian
Vathal kulambhu,Indian,Vegetarian
Crushed Khakhras with Curds,Indian,Kid-Friendly
Tortilla Sandwich,Mexican,Kid-Friendly
Thousand Island Dressing,American,Vegetarian
Strawberry Chocolate,American,Kid-Friendly
Wadi Aloo,Indian,Vegetarian
Aloo Chaat Lajawab,Indian,Kid-Friendly
Vegetable Patholi,Indian,Vegetarian
Rava Khichadi,Indian,Vegetarian
Easy Aapam,Indian,Vegetarian
Coffee Milk Shake with Coffee Cubes,Indian,Vegetarian
Pudding In Pie,Indian,Kid-Friendly
Quick Aloo Methi,Indian,Vegetarian
Easy Aloo Palak,Indian,Vegetarian
Watermelon Slush,Continental,Kid-Friendly
Wheat Flour Au Gratin,Indian,Vegetarian
Peanuts-Lauki,Indian,Vegetarian
Peanut Salad,Indian,Vegetarian
Zesty Brinjal and Dal Curry,Indian,Vegetarian
Daal Poodi,Indian,Vegetarian
7 Cup Sweet,Indian,Kid-Friendly
Grated Lauki Curry,Indian,Vegetarian
Vadas,Indian,Kid-Friendly
Vanilla Muffins,Anglo-Indian,Kid-Friendly
Vanilla Flavoured Chocolate Cake,American,Kid-Friendly
Potato Puri,Indian,Vegetarian
Vegetable Halwa,Indian,Festive
Torai Channa dal Subzi,Indian,Vegetarian
7 Cupcake,Indian,Festive
Aloo Khorma,Indian,Vegetarian
Yummy Cheesecake,Continental,Kid-Friendly
Tuvar Dal with Palak,Indian,Vegetarian
Vermicelli Kesari,Indian,Festive
Vegetable and Herb Omelette,Continental,Non-Vegetarian
Warm Mud Cake with Vanilla Ice Cream,American,Kid-Friendly
Vegetable Biriyani,Indian,Vegetarian
Veal Vindaloo,Anglo-Indian,Non-Vegetarian
Traditional Paneer Korma,Indian,Vegetarian
Zair,Indo-American,Festive
Whole Masoor Dal,Indian,Vegetarian
Wonderful Bhath in a Jiffy,Indian,Vegetarian
Zucchini N Sprouted Moong dal Kurma,Indian,Vegetarian
Plain Methi Sabzi,Indian,Vegetarian
Wheat Idiappam (Sevai) - South Indian Delicacy,Indian,Vegetarian
Soya Soup,Chinese,Vegetarian
Urad-Maida Dosai,Indian,Vegetarian
Vegetable Paratha and Coriander Chutney,Indian,Vegetarian
Soya noodles with mushroom,Chinese,Vegetarian
Curry Powder (For Vegetables),Indian,Festive
Vegetables in White Sauce,Indian,Vegetarian
Stew Curry Powder,Indian,Vegetarian
Plain Aloo Dum,Indian,Vegetarian
Traditional Tomato Rice,Indian,Vegetarian
Unnakayi (Banana Rolls),Indian,Kid-Friendly
Steamed Pathrade,Indian,Vegetarian
Dahi Baigan (Oriya Dish),Indian,Kid-Friendly
Rainbow Sandwich Pakoras,Indian,Vegetarian
Almond Fudge,American,Vegetarian
Udupi Sambhar,Indian,Vegetarian
Traditional Vangibath,Indian,Vegetarian
Veggie Pancake,Indian,Vegetarian
Aloo Gobi Recipe,Indian,Vegetarian
Zucchini Raita,Indian,Vegetarian
Traditional Orange Cake,Continental,Vegetarian
Chocolate Pineapple Biscuit Pudding,Indian,Kid-Friendly
Liver Kababs,Indian,Non-Vegetarian
Whole Duck Roasted The Indian Way,Anglo-Indian,Non-Vegetarian
Val Whole Usli,Indian,Vegetarian
Lauki in Channa Dal,Indian,Vegetarian
Vegetable Mughlai,Indian,Vegetarian
Aloo Kichidi for Special Occasions,Indian,Kid-Friendly
Paneer rolls,Indian,Vegetarian
Cucur Udang (Deep fried ladle cakes with prawns),Malaysian,Non-Vegetarian
Instant Veg Dosa,Indian,Vegetarian
Truffle,Continental,Kid-Friendly
Khakra-Papad Ki Choori,Indian,Vegetarian
Black-Eyed Peas With Onions And Tomatoes,Anglo-Indian,Vegetarian
Green Masala Chicken Curry,Anglo-Indian,Non-Vegetarian
Veg egg,Indian,Kid-Friendly
Crab-Snow Peas Curry,Indian,Non-Vegetarian
Cheese Soup with Chicken Stock,American,Non-Vegetarian
Savoury Sausage Pie,Anglo-Indian,Kid-Friendly
Walnut Ladoos,Indian,Festive
Shira,Indian,Kid-Friendly
Vegetable Hakka Noodles,Chinese,Vegetarian
Zesty Vegetable in Coconut Gravy,Indian,Vegetarian
Virgin Pina Colada with Tender Coconut,South-American,Vegetarian
Low Fat Shrikhand,Indian,Vegetarian
Urad Dal and Potato Side Dish,Indian,Kid-Friendly
Vegetable Perattal,Indian,Vegetarian
Traditional Vegetable Biriyani,Indian,Vegetarian
Methi Ladoos,Indian,Kid-Friendly
Zucchini Chutney,Indian,Vegetarian
Aloo Tikka Masala,Indian,Vegetarian
Wafers Chaat,Indian,Kid-Friendly
Varutta Erra Kolumbu,Indian,Festive
Sugary Cashew Nut Macaroons,Anglo-Indian,Kid-Friendly
Vengaya Thugayal (Onion Chutney),Indian,Vegetarian
Cauliflower Bake,Anglo-Indian,Vegetarian
Tasty Pista Cake,Indian,Kid-Friendly
Banana Milkshake,Continental,Kid-Friendly
Mexican Tacos,Mexican,Vegetarian
Oreo Cookies Cheese Cake,American,Kid-Friendly
Vellai Paniyaram,Indian,Kid-Friendly
Vegetable Puttu,Indian,Vegetarian
Plain Akki Roti,Indian,Vegetarian
Sunshine Cake,American,Kid-Friendly
Tortilla Chips Bhel,Indian,Kid-Friendly
Rail Palaharam,Indian,Kid-Friendly
Wheat rava dry fruit kesari,Indian,Kid-Friendly
Yummy Aloo Paratha,Indian,Vegetarian
Yummy Malai Kofta,Indian,Festive
Paneer pasanda,Indian,Vegetarian
Turmeric chicken curry,Indian,Non-Vegetarian
Sugar free Dark Chocolate,American,Vegetarian
Vegetable Fajitas,Mexican,Vegetarian
Uttapam,Indian,Vegetarian
Val beans sundal (anapa ginjala guggillu),Indian,Vegetarian
Traditional Olan,Indian,Vegetarian
Paneer Rogan Josh,Indian,Vegetarian
Fig Honey Sauce,Indian,Festive
Vegan Lamb and Cauliflower Curry,Indian,Vegan
Mixed Dal Adai,Indian,Vegetarian
Varan Bhaat,Indian,Vegetarian
Karela Stir fried Vegetable,Indian,Vegetarian
Egg Bhaji,Indian,Non-Vegetarian
Vanilla Cupcakes with glace cherries & Pineapple,American,Non-Vegetarian
Methi Pudina Khakra,Indian,Vegetarian
Parboiled Rice Porridge for Toddlers,Indian,Kid-Friendly
Triple Dhoklas,Indian,Vegetarian
Fuggias - East Indian Bread,Indian,Non-Vegetarian
Vegetable Kebabs,Indian,Kid-Friendly
Veg Bhurji,Indian,Vegetarian
Plain Mushroom Pepper Fry,Indian,Vegetarian
Dum Ka Chicken,Indian,Non-Vegetarian
Vegetable and Cheese Parathas,Indian,Festive
Special Watermelon Smoothie,Indian,Vegetarian
Special Aloo Dum,Indian,Vegetarian
Whole Grain Upma,Indian,Vegetarian
White Radish Dip,Indian,Vegetarian
Home Made Taco,Mexican,Kid-Friendly
Coffee Toffees,American,Kid-Friendly
Veggie pie with poppy seeds,American,Vegetarian
Vankaya Menthi Kaaram Koora,Indian,Vegetarian
Wholesome Porridge,Indian,High-Protein
Tum Yum Soup,Indian,Kid-Friendly
Veggie Childa,Indian,Vegetarian
Molagai Chutney,Indian,Festive
Trotters Soup,Anglo-Indian,Non-Vegetarian
Mustard Chilli Seasoning,Indian,Vegetarian
Aloo Mutter with Garlic Flavor,Indian,Kid-Friendly
Tropical smoothie,Indian,Kid-Friendly
Prawn Shahi Barfi,Indian,Non-Vegetarian
Simple Italian Dressing,Continental,Vegetarian
Tridev Dhal,Indian,Vegetarian
Fish Curry With Coconut,Indian,Non-Vegetarian
Green vadas,Indian,Vegetarian
Yummy Kalakand,Indian,Festive
Vatral Kuzhambu,Indian,Vegetarian
Almond Slices,Continental,Festive
Amla (Nellikai) Chutney,Indian,Kid-Friendly
Wheat Germ Kheer,Indian,Festive
7 Cups Delight,Indian,Festive
Yakhni,Indian,Non-Vegetarian
Indian Kabuli,Indian,Vegetarian
Green Gram Barfi,Indian,Festive
Zamin Doz Machhli,Indian,Non-Vegetarian
Easy Chocolate Cookies,Continental,Kid-Friendly
Telcha,Indian,Festive
Sutoda,Indian,Festive
Tossed Salad,Continental,Non-Vegetarian
Aloo Pudhina,Indian,Vegetarian
Soya Fennel Rice,Continental,Vegetarian
Amle ki Chutney,Indian,Vegetarian
Devil's Steak,Anglo-Indian,Non-Vegetarian
Teekha mach,Indian,Non-Vegetarian
Eggs and Potato Curry,Indian,Non-Vegetarian
Tuna Fish Tomato Curry,Indian,Non-Vegetarian
Orange and Strawberry Punch,Indian,Vegetarian
Traditional Tomato curry,Indian,Vegetarian
Aloo Methi Masala,Indian,Vegetarian
Ven pongal recipe,Indian,Vegetarian
Grape Mocktail,Indian,Vegetarian
Traditional Paneer jalfrezi,Indian,Vegetarian
Nasi Lemak and Prawn Sambal with coconut,Malaysian,Non-Vegetarian
Yummy Mutton Chops,Indian,Non-Vegetarian
Traditional Tomato Thokku,Indian,Vegetarian
Aloo Kannapuri,Indian,Vegetarian
Date Apple Coffee Bread,American,Kid-Friendly
Traditional Sannas,Indian,Kid-Friendly
Tortilla Soup with beef and chicken broth,Mexican,Non-Vegetarian
Plain Pineapple cake,American,Festive
Microwave Kalakand,Indian,Kid-Friendly
Vinegar Chillies And Mayonnaise,Indian,Vegetarian
Special Vegetable Jalfrezi,Indian,Vegetarian
Yellow Dal,Indian,Vegetarian
Chicken masala semi gravy,Indian,Non-Vegetarian
Yummy Kesari,Indian,Festive
Vendakkai (Okra) Kuzhambu,Indian,Vegetarian
Fish in Mustard Sauce,Indian,Festive
Aloo Masala,Indian,Vegetarian
Almond and Rice Kheer,Indian,Festive
Plain Sakkarai Pongal,Indian,Kid-Friendly
Quick Adai,Indian,Low-Calorie
Traditional Tomato Mushrooms,Indian,Kid-Friendly
Cabbage capsicum masala,Indian,Vegetarian
Egg-Vegetable Omelette,Indian,Kid-Friendly
Tortilla Laddus,Indian,Kid-Friendly
Traditional Kerala Fish Curry,Indian,Non-Vegetarian
Vegetable and Potato Fritters,Indian,Vegetarian
Simple Amla Pickle,Indian,Vegetarian
Pine Coconuty Fusion,Indian,Vegetarian
Zero Oil Bake Gulab Jamun,Indian,Kid-Friendly
Watermelon And Apple Cooler,Indian,Vegetarian
Tomato Pickups,Indian,Vegetarian
Creamy Rabri Sip,Indian,Vegetarian
Vegetable Gravy,Indian,Vegetarian
Plain Aloo Gobi,Indian,Vegetarian
Quick Aloo Dum,Indian,Vegetarian
Zesty Tomato Rice,Indian,Kid-Friendly
Soya Salad,Indian,Vegetarian
Veg. Seekh Kababs,Indian,Kid-Friendly
Aloo Paratha Recipe,Indian,Vegetarian
Aloo Baingan,Indian,Vegetarian
Tomato Tea Sandwiches,Anglo-Indian,Kid-Friendly
Vermicelli Delight,Indian,Kid-Friendly
Fowl Curry with Roasted Masala,Indian,Non-Vegetarian
Quick Chocolate Chip Cookies,Indian,Kid-Friendly
Winter Masoor Dal,Indian,High-Protein
Refreshing Carrot Juice,Indian,Vegetarian
Vegetable Ginger Fry,Indian,Vegetarian
Yummy Matar Paneer,Indian,Vegetarian
Mixed greens And Corn Dumplings,Indian,Vegetarian
Turai Channa Dal,Indian,Vegetarian
White Sauce for Bakes and Pasta,Anglo-Indian,Vegetarian
Veg kara pongal,Indian,Vegetarian
Quick Aloo Gobi,Indian,Vegetarian
Vegetable Rice,Indian,Vegetarian
Banana Caramel Cream,Indian,Vegetarian
Aloo mutter Tikki,Indian,Vegetarian
Vankaya allam karam (egg plant curry),Indian,Kid-Friendly
Vegetable Pancake Batter,Indian,Kid-Friendly
Vatta kolambhu (tamarind curry),Indian,Kid-Friendly
Vegetarian Shepherd's Pie,Anglo-Indian,Kid-Friendly
Boti,Indian,Non-Vegetarian
Green apple salad,American,Vegetarian
Kheema in Green Masala,Indian,Non-Vegetarian
Yeriseri,Indian,Vegetarian
Methi Bhajiya,Indian,Vegetarian
Exotic Egg Spread,Indian,Non-Vegetarian
Mixed Cubes,Indian,Vegetarian
Spicy Cauliflower - Broccoli Fritters,Anglo-Indian,Non-Vegetarian
Traditional Onion Pakoras,Indian,Kid-Friendly
Vegetable Fried Rice in Chilli-Soya Sauce,Chinese,Festive
Raagi Muddhe,Indian,Kid-Friendly
Aloo Chokha,Indian,Vegetarian
Egg curry in Yogurt based Gravy,Indian,Non-Vegetarian
Curry Powder for Meat - bulk,Indian,Festive
Patishapta,Indian,Festive
Sardine Rounds,English,Non-Vegetarian
Palak-Tomato Pulav,Indian,Vegetarian
Liver And Bacon Casserole,Anglo-Indian,Non-Vegetarian
Nutritious Lentil Rice,Indian,Vegetarian
Turmeric Powder,Indian,Vegetarian
Vanilla with Faces,Indian,Kid-Friendly
Sizzling Tamarind Rice,Indian,Vegetarian
Brown Dal,Indian,Vegetarian
Traditional Urad Dal Ladoo,Indian,Festive
Tuna Fish,Indian,Non-Vegetarian
Deep Fried Idli Patties,Indian,Vegetarian
Anglo-Indian Chicken Vindaloo,Anglo-Indian,Non-Vegetarian
Aloo Pakoda,Indian,Vegetarian
Walnut chutney,Indian,Vegetarian
Methina Bhajiya,Indian,Vegetarian
Pav Bhaji under 30 minutes,Indian,Vegetarian
Traditional Navaratna Kurma,Indian,Vegetarian
Vaangi Upma,Indian,Vegetarian
Simple Crab Curry,Anglo-Indian,Non-Vegetarian
Unstuffed Modak for Naivedya,Indian,Kid-Friendly
Vegetarian Brown Sauce,Anglo-Indian,Vegetarian
Wholesome Nutty Salad,Indian,Vegetarian
White Chicken Kurma,Indian,Non-Vegetarian
Vanilla Drops,Anglo-Indian,Kid-Friendly
Moong Dal Uthappam,Indian,Kid-Friendly
Urad Dal Ki Kachauri,Indian,Vegetarian
Veg Ball Biriyani,Indian,Vegetarian
Vegetarian Kway Teow,Chinese,Vegetarian
Turkish style Festive Baklana,Turkish,Kid-Friendly
Rawa Milagu Pongal,Indian,Vegetarian
Chocolate Kheer,Indian,Festive
Yummy Idli and Chutney,Indian,Kid-Friendly
Vendakai puli pachadi,Indian,Vegetarian
Traditional Punjabi Chole,Indian,Festive
No Cook Dessert,American,Kid-Friendly
Whole Mixed Dal,Indian,Vegetarian
Yummy Aloo Mattar,Indian,Vegetarian
Zesty Salad,Continental,Vegetarian
Yam And Tomato Vindaloo,Anglo-Indian,Vegetarian
Traditional Palak Pakodas,Indian,Kid-Friendly
Adai Dosai,Indian,Vegetarian
Trifle Pudding,Continental,Festive
Kurkura Arbi Masala,Indian,Vegetarian
Vegetarian Mee Goreng,Chinese,Vegetarian
Cheese Cream,American,Non-Vegetarian
Brownie Shake,American,Vegetarian
Yellow Pumpkin Curry,Indian,Vegetarian
Vegetable stuffed potatoes,Indian,Vegetarian
Wacky Cake,American,Kid-Friendly
Plain Aloo Fry,Indian,Vegetarian
Aloo Methi with Yogurt,Indian,Vegetarian
Achar Aloo,Indian,Vegetarian
Microwaved Potato,Indian,Vegetarian
Duck Roast,Anglo-Indian,Non-Vegetarian
Dahi Malai Delight,Indian,Vegetarian
Hilsa in curd - Bengali style,Indian,Non-Vegetarian
Toasted Tea Cakes,Anglo-Indian,Kid-Friendly
South Indian Crab Curry,Indian,Non-Vegetarian
Traditional Mediterranean Lasagna,Indian,Festive
Indian style Palak rice,Indian,Vegetarian
Wada Pav,Indian,Vegetarian
Vathakuzhambu,Indian,Vegetarian
Chicken In Mint And Coriander Gravy,Anglo-Indian,Non-Vegetarian
Yummy Butter Chicken,Indian,Non-Vegetarian
Aloo Puri,Indian,Vegetarian
Tawa Dahi Kebabs,Indian,Vegetarian
Aloo Halwa,Indian,Festive
Shavige Uppittu,Indian,Vegetarian
Aloo Ki Tikki,Indian,Kid-Friendly
Veppampoo rasam,Indian,Festive
Spicy pork curry,Anglo-Indian,Non-Vegetarian
Green Moong Kebabs,Indian,Vegetarian
Vanilla ice cream with pista,Indian,Kid-Friendly
Strawberry-Chocolate Mousse,Indian,Vegetarian
Vegetable dal fry,Indian,Vegetarian
Corn Coleslaw,Continental,Vegetarian
Veg Soother,Continental,Vegetarian
Vellayappam,Indian,Kid-Friendly
Coconut Pilaf - Palau,Anglo-Indian,Vegetarian
Freeze-Thaw Tofu Fried Rice,Indian,Vegetarian
Vanilla Tea Cupcakes,Continental,Kid-Friendly
Penne a la Arrabiata,Italian,Vegetarian
Vishu Puzhuku,Indian,Vegetarian
Aloo Mutter (Potatoes and Peas Curry),Indian,Vegetarian
Tasty Aloo Paratha,Indian,Vegetarian
Sizzling Tangy fish curry,Anglo-Indian,Non-Vegetarian
Pineapple Pastries,Indian,Non-Vegetarian
Yummy Capsicum Chicken,Indian,Non-Vegetarian
Wheat Rava Idli,Indian,Vegetarian
Vegetable soup recipe,Indian,Vegetarian
Berry Banana Crepes,Italian,Kid-Friendly
Cheddar Garlic Biscuits,Continental,Kid-Friendly
Catla Fish Stew,Indian,Non-Vegetarian
Turkey Fry,Continental,Festive
White Mutton Curry,Indian,Non-Vegetarian
Traditional Vegetable Soup,Indian,Kid-Friendly
Aam Ras Puri,Indian,Kid-Friendly
Cheesy cauliflower,Continental,Kid-Friendly
Vangibath Masala Powder,Indian,Vegetarian
Traditional Palak Kofta Curry,Indian,Vegetarian
Old-fashioned Vegetable Omelette,Indian,Vegetarian
Watermelon And Lychee Fruit Salad,Indian,Kid-Friendly
Vegetable Rava Upma,Indian,Vegetarian
Vatana Salad,Indian,Vegetarian
White Pumpkin (Ghia) kesaria muraabba,Indian,Festive
Vangaya Vathakozhambu,Indian,Vegetarian
Vengaaya Sambar,Indian,Vegetarian
Alu-Tomato Saag,Indian,Vegetarian
Vegetable Malai Kofta Curry,Indian,Kid-Friendly
Twice Bake Potatoes,Continental,Vegetarian
Ulvu Charu (Horse Gram Rasam),Indian,Vegetarian
Junnu,Indian,Kid-Friendly
Crabs In Coconut Milk Curry,Anglo-Indian,Non-Vegetarian
Simple Aloo Palak,Indian,Vegetarian
Vegetable Kholapuri,Indian,Vegetarian
Traditional Tomato Pulao,Indian,Vegetarian
Plain Aamras,Indian,Festive
Vegetable and Herb Omlette,Continental,Non-Vegetarian
Vegetable Kofta,Indian,Kid-Friendly
Tomato Mozzarella Salad with Basil,Italian,Vegetarian
Bisi Bele Hulianna,Indian,Vegetarian
Custard Powder Biscuits,American,Vegetarian
Traditional Tomato Chutney,Indian,Vegetarian
Wheat-Moong Khichdi,Indian,Vegetarian
Mixed Fruit Mock tail,Indian,Vegetarian
Vegetable Moong Dal Attu,Indian,Vegetarian
Vellarikkai Koottu,Indian,Vegetarian
Wheat Flour Soup,Indian,Vegetarian
Veg Soft Noodles,Indo-Chinese,Kid-Friendly
Traditional Parathas,Indian,Kid-Friendly
Vegetable Sweet Corn Soup,Chinese,Vegetarian
Yummy Idli,Indian,Vegetarian
Amla Raita,Indian,Vegetarian
Fish Pilaf (Palau),Anglo-Indian,Non-Vegetarian
Yoghurt Sauce,Indian,Vegetarian
Vegetable Au Gratin,French,Vegetarian
Zuchini Olan,Indian,Vegetarian
Vegetable and Cheese Burger,Indian,Kid-Friendly
Whole Lime Pickle,Indian,Vegetarian
Zesty Rajma,Indian,Vegetarian
Tomato - Dahi Chutney,Indian,Vegetarian
Aloo Raita,Indian,Vegetarian
Ilish Bhape,Indian,Non-Vegetarian
Vatta Kozhambu,Indian,Vegetarian
Tomato and Mint Shorba,Indian,Vegetarian
Aloo Tikki with mint,Indian,Vegetarian
Yellow Split Peas Vadai,Indian,Vegetarian
Sea Crabs Hot Fry,Indian,Non-Vegetarian
Kaju Onion Bhajiya,Indian,Vegetarian
Fruit Tiramisu,Italian,Vegetarian
Almond Frosted Chocolate Pudding,American,Non-Vegetarian
Potato Cauliflower Masala,Indian,Vegetarian
Aloo Dil Vada,Indian,Vegetarian
Amaranth Stem Sukke,Indian,Vegetarian
Spicy Tomato Omelette,Indian,Vegetarian
Ghar ka Khana- Aloo Gobi,Indian,Vegetarian
Plain Aloo Amritsari,Indian,Vegetarian
Traditional Mysore Rasam,Indian,Vegetarian
Karela Salad,Indian,Vegetarian
Trifle Fruit Pudding,Continental,Festive
Aloo Vada,Indian,Vegetarian
Curry Powder for Meat,Indian,Festive
Zucchini and Chocolate Muffins,American,Kid-Friendly
Butter Beans-Lima Beans Curry,Anglo-Indian,Vegetarian
7 cups sweet for festivals,Indian,Festive
Wholesome Soup,Indian,Vegetarian
Lauki Ka Halwa with Mawa,Indian,Kid-Friendly
Tricolour Sandwiches,American,Vegetarian
Yummy egg do pyaza,Indian,Non-Vegetarian
Naryal ki Kachori,Indian,Kid-Friendly
Mustard Fish Curry,Indian,Non-Vegetarian
Aloo Pitika,Indian,Vegetarian
Vegetable Stuffed Chapatti,Indian,Kid-Friendly
Vatha Kulambu,Indian,Vegetarian
Whole Green Gram With Yoghurt,Indian,Vegetarian
Variety Lassi,Indian,Festive
Zest up with Lemons,Continental,Vegetarian
Egg Pakoras,Anglo-Indian,Non-Vegetarian
Yummy Gulab Jamuns,Indian,Kid-Friendly
Microwaved Bottle gourd and Dal,Indian,Vegetarian
Urad Vada,Indian,Vegetarian
Xewali Phoolor Khar,Indian,Vegetarian
Orange Cheese Souffle,American,Non-Vegetarian
Watermelon Ice,Indian,Vegetarian
Simple Fried Crab In Chilli Sauce,Malaysian,Non-Vegetarian
Wholesome Broth with Khakra,Indian,Vegetarian
Wheat Laddu,Indian,Festive
Watermelon Frozen Dessert,Indian,Kid-Friendly
Stuffed cuttlefish squids sambal,Malaysian,Non-Vegetarian
Traditional Palak rice,Indian,Vegetarian
Sweet Sesame Rice,Indian,Vegetarian
Broccoli and Spinach Tikkis,Indian,Vegetarian
Achari Gobi,Indian,Vegetarian
Yogurt Soup,Indian,Non-Vegetarian
Seafood Paella,Mediterranean,Kid-Friendly
Trotters in Gravy,Anglo-Indian,Non-Vegetarian
Vegetable Lasagne with Ricotta Cheese,Continental,Kid-Friendly
Vanilla Pancakes,Anglo-Indian,Kid-Friendly
Easy Aloo Jeera Fry,Indian,Vegetarian
Pot Luck Casserole,Anglo-Indian,Kid-Friendly
Aloo Bread Tikki,Indian,Vegetarian
Traditional Undhiyu,Indian,Kid-Friendly
Yoghurt Brownies,American,Kid-Friendly
Vegetable Rice and Kurma,Indian,Vegetarian
Khopra Pak,Indian,Festive
Veggie Loaded Taco Roll,Mexican,Vegetarian
Vegetable (Mixed) Kofta Curry,Anglo-Indian,Vegetarian
Pushnikai (White Pumpkin) Halwa,Indian,Vegetarian
Vagaarela Green Chillies,Indian,Vegetarian
Semolina Pineapple Cake,English,Kid-Friendly
Kesaria Lassi,Indian,Vegetarian
Yellow Coconut Rice,Indian,Vegetarian
Traditional Vanilla Ice cream,Indian,Festive
Til Aur Nariyal Ki Barfi,Indian,Kid-Friendly
Tofu Cabbage Miso Soup,Japanese,Vegetarian
Wholesome Omelette,Indian,Non-Vegetarian
Veg sandwich,Indian,Vegetarian
Yummy Pork Roast,Anglo-Indian,Non-Vegetarian
Aloo batter fried,Indian,Vegetarian
Yoghurt chicken,Indian,Non-Vegetarian
Eggless Pineapple Pastry,Continental,Kid-Friendly
Sprouted Moong And Peanut Salad,Anglo-Indian,Vegetarian
Ukdee Che Modak (Rice modak),Indian,Kid-Friendly
Traditional Palak Paneer,Indian,Vegetarian
Aloo Dum Awadhi,Indian,Kid-Friendly
Vanilla flavored buttermilk cake,Indian,Kid-Friendly
Basic Aloo Paratha,Indian,Vegetarian
Veg Cream Sandwich,Continental,Kid-Friendly
Vegetable Manchurian,Indian,Vegetarian
Yumyum Noodles,Chinese,Non-Vegetarian
Vatli Dal,Indian,Vegetarian
Spicy Trotters Curry,Anglo-Indian,Non-Vegetarian
Amul Cheese Dosa,Indian,Vegetarian
Paneer Peshawar,Indian,Vegetarian
Aappam with banana,Indian,Kid-Friendly
Ulli Theeyal,Indian,Vegetarian
Vegetable Rice Flour Roti,Indian,Vegetarian
Adai with Rice and Daals,Indian,Vegetarian
Lilvani Kachori,Indian,Vegetarian
Vegetable Spring Rolls,Indo-Chinese,Vegetarian
Yummy Rajma,Indian,Vegetarian
Simple Ghee Rice,Indian,Vegetarian
Traditional Paneer Burji,Indian,Vegetarian
Yummy Momos,Indian,Non-Vegetarian
Chawli Ke Parathe,Indian,Vegetarian
Yummy Rava Ladoos,Indian,Vegetarian
Yummy Rasgullas,Indian,Festive
Focaccia Bread,American,Vegetarian
Simple Aloo Paratha,Indian,Vegetarian
Crispy and Yummy Chicken,Indian,Kid-Friendly
Tasty Aam Ki Chutney,Indian,Vegetarian
Ugadhi chutney,Indian,Vegetarian
Aloo Tikki with coriander,Indian,Vegetarian
Truffle in Paradise Ice-Cream,American,Kid-Friendly
Aloo Aur Pyaaz Ki Sabzi,Indian,Vegetarian
Tomato And Basil Bruschetta,Italian,Vegetarian
Vegetable Soup Chowder,American,Vegetarian
Aloo Deem Sheddo Phena Bhaat,Indian,Non-Vegetarian
Vanilla Cupcakes with Applesauce,English,Non-Vegetarian
Yummy Mango Kulfi,Indian,Kid-Friendly
French Toast with Herbs,French,Non-Vegetarian
Plain Aloo Mutter,Indian,Vegetarian
Quick Akki Roti,Indian,Vegetarian
White cake,American,Kid-Friendly
Almond Cake with Eggs,Indian,Kid-Friendly
Mutton Drumstick Curry,Indian,Non-Vegetarian
Tortilla Rolls,Mexican,Kid-Friendly
Whole curried mackerels,Anglo-Indian,Non-Vegetarian
Whole Wheat Semolina Pulao,Indian,Vegetarian
Doldol With Jaggery,Anglo-Indian,Festive
Vanilla Pudding,Indian,Kid-Friendly
Tomato Khakras,Indian,Festive
Aloo Tamatar Sabzi,Indian,Vegetarian
Traditional Paneer butter masala,Indian,Vegetarian
Urad Dal Vadai,Indian,Vegetarian
Vermicelli Cutlet,Indian,Vegetarian
Ambode,Indian,Vegetarian
Yam kuzhambhu,Indian,Vegetarian
Uthappam,Indian,Vegetarian
Tamarind Rice,Indian,Vegetarian
Almond Milk Smoothie,Indian,Festive
Tangy Onion Curry,Indian,Vegetarian
Tangy Fish Tenga,Indian,Non-Vegetarian
Cauliflower Soup,American,Vegetarian
Yummy Fried Rice,Indian,Kid-Friendly
Tuppa Dosa,Indian,Kid-Friendly
Simple Anglo-Indian beef roast,Anglo-Indian,Non-Vegetarian
Vegetable Chowmein,Chinese,Vegetarian
X-Mas Porridge,Indian,Festive
Crispy Walnut Cookies,Continental,Kid-Friendly
Walnut Fudge Easter Eggs,Anglo-Indian,Festive
Mazedar Aloo Palak,Indian,Vegetarian
